title,gen_sg,gen_pl
собачонка,собачо́нки,собачо́нок
собес,собе́са,собе́сов
собеседник,собесе́дника,собесе́дников
собеседница,собесе́дницы,собесе́дниц
собеседование,собесе́дования,собесе́дований
собирание,собира́ния,собира́ний
собиратель,собира́теля,собира́телей
соблазн,собла́зна,собла́знов
соблазнитель,соблазни́теля,соблазни́телей
соблюдение,соблюде́ния,соблюде́ний
соболезнование,соболе́знования,соболе́знований
соболь,со́боля,соболе́й
собор,собо́ра,собо́ров
соборность,собо́рности,собо́рностей
соборянин,соборя́нина,соборя́н
собрание,собра́ния,собра́ний
собранность,со́бранности,со́бранностей
собранье,собра́нья,собра́ний
собрат,собра́та,собра́тьев
собственник,со́бственника,со́бственников
собственность,со́бственности,со́бственностей
собство,со́бства,со́бств
собутыльник,собуты́льника,собуты́льников
